id,comment,User  id,Photo id,created Timestamp,posted date,emoji used,Hashtags used count,
2269,the mistake of deserting things,61,79,13-04-2023 08:04,Apr-14,yes,1,
2270,we can be spared from suffering,62,79,13-04-2023 08:04,Apr-14,no,2,
2271,the pleasure of the present because,66,79,13-04-2023 08:04,Apr-14,no,4,
2272,We can work hard,71,79,13-04-2023 08:04,Apr-14,yes,2,
2273,or it is right,72,79,13-04-2023 08:04,Apr-14,yes,1,
2274,Everyone wants pain,75,79,13-04-2023 08:04,Apr-14,no,2,
2275,great and bound,76,79,13-04-2023 08:04,Apr-14,yes,0,
2276,not as rough as,91,79,13-04-2023 08:04,Apr-14,no,5,
2277,at what times it pleases,100,79,13-04-2023 08:04,Apr-14,no,6,
2278,be some and,2,80,13-04-2023 08:04,Apr-14,yes,2,
2279,as if all ex,3,80,13-04-2023 08:04,Apr-14,yes,1,
2280,the very one who,5,80,13-04-2023 08:04,Apr-14,no,3,
2281,they do not know how to do it physically,8,80,13-04-2023 08:04,Apr-14,yes,1,
2282,they do not know that it will come,9,80,13-04-2023 08:04,Apr-14,no,2,
2283,some pleasure or,10,80,13-04-2023 08:04,Apr-14,no,4,
2284,it is either or,14,80,13-04-2023 08:04,Apr-14,yes,2,
2285,otherwise no big deal,21,80,13-04-2023 08:04,Apr-14,yes,1,
2286,it is the older ones,22,80,13-04-2023 08:04,Apr-14,no,2,
2287,of all things,24,80,13-04-2023 08:04,Apr-14,yes,0,
2288,in the reason whence,30,80,13-04-2023 08:04,Apr-14,no,5,
2289,nor himself less,31,80,13-04-2023 08:04,Apr-14,no,6,
2290,not of any advantage,35,80,13-04-2023 08:04,Apr-14,yes,2,
2291,but the times to follow,36,80,13-04-2023 08:04,Apr-14,yes,1,
2292,to him because,39,80,13-04-2023 08:04,Apr-14,no,3,
2293,in no architect,41,80,13-04-2023 08:04,Apr-14,yes,1,
2294,pain is something,46,80,13-04-2023 08:04,Apr-14,no,2,
2295,let them be born,54,80,13-04-2023 08:04,Apr-14,no,4,
2296,it is a pain for them,57,80,13-04-2023 08:04,Apr-14,yes,2,
2297,He takes pleasure in it,66,80,13-04-2023 08:04,Apr-14,yes,1,
2298,repels some or,70,80,13-04-2023 08:04,Apr-14,no,2,
2299,what pleasures you see,71,80,13-04-2023 08:04,Apr-14,yes,0,
2300,who labored and,72,80,13-04-2023 08:04,Apr-14,no,5,
2301,because there is none,73,80,13-04-2023 08:04,Apr-14,no,6,
2302,because as pleasure,75,80,13-04-2023 08:04,Apr-14,yes,2,
2303,for the pleasure of manners,76,80,13-04-2023 08:04,Apr-14,yes,1,
2304,and he hates it,91,80,13-04-2023 08:04,Apr-14,no,3,
2305,pleasure and architect,93,80,13-04-2023 08:04,Apr-14,yes,1,
2306,who make pleasures,99,80,13-04-2023 08:04,Apr-14,no,2,
2307,you often see the present,5,81,13-04-2023 08:04,Apr-14,no,4,
2308,as the accusers themselves,9,81,13-04-2023 08:04,Apr-14,yes,2,
2309,it is a great service,14,81,13-04-2023 08:04,Apr-14,yes,1,
2310,pleasure be from,17,81,13-04-2023 08:04,Apr-14,no,2,
2311,who and,21,81,13-04-2023 08:04,Apr-14,yes,0,
2312,of the mind and of that trouble,24,81,13-04-2023 08:04,Apr-14,no,5,
2313,they fall upon the rejection of insight,26,81,13-04-2023 08:04,Apr-14,no,6,
2314,pleasures expedient for necessities,35,81,13-04-2023 08:04,Apr-14,yes,2,
2315,and free of them,36,81,13-04-2023 08:04,Apr-14,yes,1,
2316,whence no one either,38,81,13-04-2023 08:04,Apr-14,no,3,
2317,none of the pleasures of life,40,81,13-04-2023 08:04,Apr-14,yes,1,
2318,and the rougher the free ones,41,81,13-04-2023 08:04,Apr-14,no,2,
2319,it is a further pleasure,50,81,13-04-2023 08:04,Apr-14,no,4,
2320,who takes it,54,81,13-04-2023 08:04,Apr-14,yes,2,
2321,to choose some one,55,81,13-04-2023 08:04,Apr-14,yes,1,
2322,get all those,57,81,13-04-2023 08:04,Apr-14,no,2,
2323,unless he was born an architect,60,81,13-04-2023 08:04,Apr-14,yes,0,
2324,for he was chosen by reason,61,81,13-04-2023 08:04,Apr-14,no,5,
2325,not to refuse the harsher ones,62,81,13-04-2023 08:04,Apr-14,no,6,
2326,the architect repels the body,65,81,13-04-2023 08:04,Apr-14,yes,2,
2327,when indeed it is,66,81,13-04-2023 08:04,Apr-14,yes,1,
2328,who may be,71,81,13-04-2023 08:04,Apr-14,no,3,
2329,it is to be borne,75,81,13-04-2023 08:04,Apr-14,yes,1,
2330,and who hates them,76,81,13-04-2023 08:04,Apr-14,no,2,
2331,except that of them,91,81,13-04-2023 08:04,Apr-14,no,4,
2332,who hates pleasures,95,81,13-04-2023 08:04,Apr-14,yes,2,
2333,"otherwise, or flight",5,82,13-04-2023 08:04,Apr-14,yes,1,
2334,and all of them,11,82,13-04-2023 08:04,Apr-14,no,2,
2335,not great times,14,82,13-04-2023 08:04,Apr-14,yes,0,
2336,and the like laborious and,17,82,13-04-2023 08:04,Apr-14,no,5,
2337,not an open option,21,82,13-04-2023 08:04,Apr-14,no,6,
2338,the choice of the body to fall,24,82,13-04-2023 08:04,Apr-14,yes,2,
2339,pleasure at the time of things,26,82,13-04-2023 08:04,Apr-14,yes,1,
2340,be his sorrows,31,82,13-04-2023 08:04,Apr-14,no,3,
2341,they leave no one,32,82,13-04-2023 08:04,Apr-14,yes,1,
2342,in but no,35,82,13-04-2023 08:04,Apr-14,no,2,
2343,nothing is spared,36,82,13-04-2023 08:04,Apr-14,no,4,
2344,or pleasure,41,82,13-04-2023 08:04,Apr-14,yes,2,
2345,loosed by the tender soul,48,82,13-04-2023 08:04,Apr-14,yes,1,
2346,it is their pleasure,54,82,13-04-2023 08:04,Apr-14,no,2,
2347,provide for the pleasures to be obtained,56,82,13-04-2023 08:04,Apr-14,yes,0,
2348,wants because a,57,82,13-04-2023 08:04,Apr-14,no,5,
2349,and and how,65,82,13-04-2023 08:04,Apr-14,no,6,
2350,who is here,66,82,13-04-2023 08:04,Apr-14,yes,2,
2351,to be easy indeed,71,82,13-04-2023 08:04,Apr-14,yes,1,
2352,you owe someone to some,75,82,13-04-2023 08:04,Apr-14,no,3,
2353,"further, a great thing",76,82,13-04-2023 08:04,Apr-14,yes,1,
2354,bearing and suffering,87,82,13-04-2023 08:04,Apr-14,no,2,
2355,pleasure that pleasure,91,82,13-04-2023 08:04,Apr-14,no,4,
2356,"I'm sorry, but it's a consequence",94,82,13-04-2023 08:04,Apr-14,yes,2,
2357,from never free,95,82,13-04-2023 08:04,Apr-14,yes,1,
2358,easy pains more severe,97,82,13-04-2023 08:04,Apr-14,no,2,
2359,it is bound to be understood,100,82,13-04-2023 08:04,Apr-14,yes,0,
2360,or to make those,3,83,13-04-2023 08:04,Apr-14,no,5,
2361,to be repelled by labor,4,83,13-04-2023 08:04,Apr-14,no,6,
2362,them as many things as possible,5,83,13-04-2023 08:04,Apr-14,yes,2,
2363,from whom no one,6,83,13-04-2023 08:04,Apr-14,yes,1,
2364,it is a great escape,11,83,13-04-2023 08:04,Apr-14,no,3,
2365,and the smallest nothing,14,83,13-04-2023 08:04,Apr-14,yes,1,
2366,praising the flexibility of the body,16,83,13-04-2023 08:04,Apr-14,no,2,
2367,or that of the present,19,83,13-04-2023 08:04,Apr-14,no,4,
2368,He hates his elders,21,83,13-04-2023 08:04,Apr-14,yes,2,
2369,of mind but,24,83,13-04-2023 08:04,Apr-14,yes,1,
2370,but they are here,26,83,13-04-2023 08:04,Apr-14,no,2,
2371,who either pleasure,32,83,13-04-2023 08:04,Apr-14,yes,0,
2372,get other and,36,83,13-04-2023 08:04,Apr-14,no,5,
2373,let them be repulsed,41,83,13-04-2023 08:04,Apr-14,no,6,
2374,or those of trouble,44,83,13-04-2023 08:04,Apr-14,yes,2,
2375,He does not want pleasures,54,83,13-04-2023 08:04,Apr-14,yes,1,
2376,but not pleasure,57,83,13-04-2023 08:04,Apr-14,no,3,
2377,the pleasure of discomfort because,60,83,13-04-2023 08:04,Apr-14,yes,1,
2378,he hates to abandon pleasure,62,83,13-04-2023 08:04,Apr-14,no,2,
2379,Resilience services will occur,66,83,13-04-2023 08:04,Apr-14,no,4,
2380,to choose again and again,67,83,13-04-2023 08:04,Apr-14,yes,2,
2381,softened and or,71,83,13-04-2023 08:04,Apr-14,yes,1,
2382,free but rougher,75,83,13-04-2023 08:04,Apr-14,no,2,
2383,but for the great,76,83,13-04-2023 08:04,Apr-14,yes,0,
2384,and it will turn out to be repulsive,82,83,13-04-2023 08:04,Apr-14,no,5,
2385,pleasure because great,84,83,13-04-2023 08:04,Apr-14,no,6,
2386,other great ones,91,83,13-04-2023 08:04,Apr-14,yes,2,
2387,most of the pleasures of the offices,95,83,13-04-2023 08:04,Apr-14,yes,1,
2388,of labor or asperation,97,83,13-04-2023 08:04,Apr-14,no,3,
2389,and some,98,83,13-04-2023 08:04,Apr-14,yes,1,
2390,in because here,2,84,13-04-2023 08:04,Apr-14,no,2,
2391,he is also wise,5,84,13-04-2023 08:04,Apr-14,no,4,
2392,when he was blinded by pleasure,9,84,13-04-2023 08:04,Apr-14,yes,2,
2393,but it is ours,12,84,13-04-2023 08:04,Apr-14,yes,1,
2394,but as who,14,84,13-04-2023 08:04,Apr-14,no,2,
2395,We are right to accuse him,20,84,13-04-2023 08:04,Apr-14,yes,0,
2396,explained by him,21,84,13-04-2023 08:04,Apr-14,no,5,
2397,I will,24,84,13-04-2023 08:04,Apr-14,no,6,
2398,it will be easy to receive them,30,84,13-04-2023 08:04,Apr-14,yes,2,
2399,him with the pains of things,36,84,13-04-2023 08:04,Apr-14,yes,1,
2400,services and needs,38,84,13-04-2023 08:04,Apr-14,no,3,
2401,the consequence of being chosen,40,84,13-04-2023 08:04,Apr-14,yes,1,
2402,but she did nothing,41,84,13-04-2023 08:04,Apr-14,no,2,
2403,There is a choice of snacks,43,84,13-04-2023 08:04,Apr-14,no,4,
2404,everyone hates them,44,84,13-04-2023 08:04,Apr-14,yes,2,
2405,with pleasure or pain,47,84,13-04-2023 08:04,Apr-14,yes,1,
2406,his duties to them,54,84,13-04-2023 08:04,Apr-14,no,2,
2407,free from never,56,84,13-04-2023 08:04,Apr-14,yes,0,
2408,for not here,57,84,13-04-2023 08:04,Apr-14,no,5,
2409,and no one accuses them,65,84,13-04-2023 08:04,Apr-14,no,6,
2410,others follow who,66,84,13-04-2023 08:04,Apr-14,yes,2,
2411,nothing will happen,70,84,13-04-2023 08:04,Apr-14,yes,1,
2412,result as either,71,84,13-04-2023 08:04,Apr-14,no,3,
2413,we can and that,75,84,13-04-2023 08:04,Apr-14,yes,1,
2414,or pain or pleasure,76,84,13-04-2023 08:04,Apr-14,no,2,
2415,pleasure with hatred of pain,87,84,13-04-2023 08:04,Apr-14,no,4,
2416,for any just,91,84,13-04-2023 08:04,Apr-14,yes,2,
2417,But pains will follow,92,84,13-04-2023 08:04,Apr-14,yes,1,
2418,and by which they were softened,94,84,13-04-2023 08:04,Apr-14,no,2,
2419,He is bound either,95,84,13-04-2023 08:04,Apr-14,yes,0,
2420,He wants his elders to be softened,3,85,13-04-2023 08:04,Apr-14,no,5,
2421,I will come to a great service,4,85,13-04-2023 08:04,Apr-14,no,6,
2422,pleasures like those,5,85,13-04-2023 08:04,Apr-14,yes,2,
2423,unless something follows,14,85,13-04-2023 08:04,Apr-14,yes,1,
2424,nor his pains,15,85,13-04-2023 08:04,Apr-14,no,3,
2425,minimal training option,21,85,13-04-2023 08:04,Apr-14,yes,1,
2426,from are and,24,85,13-04-2023 08:04,Apr-14,no,2,
2427,free from rejecting things,35,85,13-04-2023 08:04,Apr-14,no,4,
2428,let him run loose,36,85,13-04-2023 08:04,Apr-14,yes,2,
2429,whatever happens,37,85,13-04-2023 08:04,Apr-14,yes,1,
2430,error nothing because,41,85,13-04-2023 08:04,Apr-14,no,2,
2431,happy benefits and,47,85,13-04-2023 08:04,Apr-14,yes,0,
2432,or even a,54,85,13-04-2023 08:04,Apr-14,no,5,
2433,let him be praised and,57,85,13-04-2023 08:04,Apr-14,no,6,
2434,never pleasures of pleasures,62,85,13-04-2023 08:04,Apr-14,yes,2,
2435,he flees from pain and pleasure,66,85,13-04-2023 08:04,Apr-14,yes,1,
2436,I will open the offices,71,85,13-04-2023 08:04,Apr-14,no,3,
2437,but by right,72,85,13-04-2023 08:04,Apr-14,yes,1,
2438,He asks that the pains be taken away,75,85,13-04-2023 08:04,Apr-14,no,2,
2439,out of no desire,76,85,13-04-2023 08:04,Apr-14,no,4,
2440,pleasure as for,78,85,13-04-2023 08:04,Apr-14,yes,2,
2441,nor that great,82,85,13-04-2023 08:04,Apr-14,yes,1,
2442,everything hinders flight,84,85,13-04-2023 08:04,Apr-14,no,2,
2443,no flight services,91,85,13-04-2023 08:04,Apr-14,yes,0,
2444,He is held in pain at the time,96,85,13-04-2023 08:04,Apr-14,no,5,
2445,nothing or that,97,85,13-04-2023 08:04,Apr-14,no,6,
2446,laborious pains,2,86,13-04-2023 08:04,Apr-14,yes,2,
2447,it interferes with the duties,5,86,13-04-2023 08:04,Apr-14,yes,1,
2448,but it is bound to some,11,86,13-04-2023 08:04,Apr-14,no,3,
2449,but let him seek pleasure,14,86,13-04-2023 08:04,Apr-14,yes,1,
2450,because of the pain of the accusers,17,86,13-04-2023 08:04,Apr-14,no,2,
2451,happy but ex,21,86,13-04-2023 08:04,Apr-14,no,4,
2452,it will happen to him and,24,86,13-04-2023 08:04,Apr-14,yes,2,
2453,it is loose,32,86,13-04-2023 08:04,Apr-14,yes,1,
2454,or by the labor of things,36,86,13-04-2023 08:04,Apr-14,no,2,
2455,we run away and accuse them,40,86,13-04-2023 08:04,Apr-14,yes,0,
2456,those who were the smallest were blinded,41,86,13-04-2023 08:04,Apr-14,no,5,
2457,you must not,43,86,13-04-2023 08:04,Apr-14,no,6,
2458,that is the result,44,86,13-04-2023 08:04,Apr-14,yes,2,
2459,at the time of those pleasures,50,86,13-04-2023 08:04,Apr-14,yes,1,
2460,it is a pain in other ways,54,86,13-04-2023 08:04,Apr-14,no,3,
2461,his error was softened,57,86,13-04-2023 08:04,Apr-14,yes,1,
2462,they provide an opening to choose,60,86,13-04-2023 08:04,Apr-14,no,2,
2463,let us lead,65,86,13-04-2023 08:04,Apr-14,no,4,
2464,to be repulsed by rejecting that,66,86,13-04-2023 08:04,Apr-14,yes,2,
2465,who never ex,67,86,13-04-2023 08:04,Apr-14,yes,1,
2466,therefore let him flee from life,69,86,13-04-2023 08:04,Apr-14,no,2,
2467,but which ones,71,86,13-04-2023 08:04,Apr-14,yes,0,
2468,We accuse him of flattery,72,86,13-04-2023 08:04,Apr-14,no,5,
2469,great needs of pleasure,75,86,13-04-2023 08:04,Apr-14,no,6,
2470,which is the consequence of the present,76,86,13-04-2023 08:04,Apr-14,yes,2,
2471,any whole that,91,86,13-04-2023 08:04,Apr-14,yes,1,
2472,this is to be chosen,97,86,13-04-2023 08:04,Apr-14,no,3,
2473,they are born blind and do not know,98,86,13-04-2023 08:04,Apr-14,yes,1,
2474,it is often that,5,87,13-04-2023 08:04,Apr-14,no,2,
2475,no one escapes from where,9,87,13-04-2023 08:04,Apr-14,no,4,
2476,I will open it for us,10,87,13-04-2023 08:04,Apr-14,yes,2,
2477,who to whom,11,87,13-04-2023 08:04,Apr-14,yes,1,
2478,He wants to choose pains,12,87,13-04-2023 08:04,Apr-14,no,2,
2479,and now there is none,14,87,13-04-2023 08:04,Apr-14,yes,0,
2480,because he rejects pleasure,21,87,13-04-2023 08:04,Apr-14,no,5,
2481,some of these are expedient,24,87,13-04-2023 08:04,Apr-14,no,6,
2482,I like a lot of these,36,87,13-04-2023 08:04,Apr-14,yes,2,
2483,he wants to suffer or,41,87,13-04-2023 08:04,Apr-14,yes,1,
2484,and with bearing,42,87,13-04-2023 08:04,Apr-14,no,3,
2485,at other times they were blinded by pleasure,43,87,13-04-2023 08:04,Apr-14,yes,1,
2486,no one's services,47,87,13-04-2023 08:04,Apr-14,no,2,
2487,therefore a wise architect,54,87,13-04-2023 08:04,Apr-14,no,4,
2488,our trouble them,56,87,13-04-2023 08:04,Apr-14,yes,2,
2489,or the pleasure of flattery,57,87,13-04-2023 08:04,Apr-14,yes,1,
2490,please be followed by flattery,66,87,13-04-2023 08:04,Apr-14,no,2,
2491,what a pain to choose,67,87,13-04-2023 08:04,Apr-14,yes,0,
2492,how just and,71,87,13-04-2023 08:04,Apr-14,no,5,
2493,to be here as a whole,73,87,13-04-2023 08:04,Apr-14,no,6,
2494,but they fall in times,75,87,13-04-2023 08:04,Apr-14,yes,2,
2495,I will open to harsher criticism,76,87,13-04-2023 08:04,Apr-14,yes,1,
2496,never here that,87,87,13-04-2023 08:04,Apr-14,no,3,
2497,to the needs of the architect,91,87,13-04-2023 08:04,Apr-14,yes,1,
2498,which are to be repelled,99,87,13-04-2023 08:04,Apr-14,no,2,
2499,who owes you something,5,88,13-04-2023 08:04,Apr-14,no,4,
2500,or those who praise,10,88,13-04-2023 08:04,Apr-14,yes,2,
2501,there is some criticism,14,88,13-04-2023 08:04,Apr-14,yes,1,
2502,the needs of those who,15,88,13-04-2023 08:04,Apr-14,no,2,
2503,or provide trouble,16,88,13-04-2023 08:04,Apr-14,yes,0,
2504,pain from it,17,88,13-04-2023 08:04,Apr-14,no,5,
2505,hinders them by law,20,88,13-04-2023 08:04,Apr-14,no,6,
2506,"wise, easy, great",21,88,13-04-2023 08:04,Apr-14,yes,2,
2507,or I will open it,24,88,13-04-2023 08:04,Apr-14,yes,1,
2508,never his to us,28,88,13-04-2023 08:04,Apr-14,no,3,
2509,who do not know how,31,88,13-04-2023 08:04,Apr-14,yes,1,
2510,no further him,32,88,13-04-2023 08:04,Apr-14,no,2,
2511,as the law of things,36,88,13-04-2023 08:04,Apr-14,no,4,
2512,follow and pleasure,41,88,13-04-2023 08:04,Apr-14,yes,2,
2513,we just deserve it,47,88,13-04-2023 08:04,Apr-14,yes,1,
2514,finding services from where,48,88,13-04-2023 08:04,Apr-14,no,2,
2515,it is not and,50,88,13-04-2023 08:04,Apr-14,yes,0,
2516,they are often less,54,88,13-04-2023 08:04,Apr-14,no,5,
2517,I will explain the pleasure of rejection,57,88,13-04-2023 08:04,Apr-14,no,6,
2518,make them physical,65,88,13-04-2023 08:04,Apr-14,yes,2,
2519,a laborious manner of mind,66,88,13-04-2023 08:04,Apr-14,yes,1,
2520,no one to follow further,67,88,13-04-2023 08:04,Apr-14,no,3,
2521,and provide for debts,71,88,13-04-2023 08:04,Apr-14,yes,1,
2522,for he may flee from pain,72,88,13-04-2023 08:04,Apr-14,no,2,
2523,to assume less unless,75,88,13-04-2023 08:04,Apr-14,no,4,
2524,never say no,76,88,13-04-2023 08:04,Apr-14,yes,2,
2525,But I will explain something,85,88,13-04-2023 08:04,Apr-14,yes,1,
2526,of these because the architect,87,88,13-04-2023 08:04,Apr-14,no,2,
2527,in the rejection of sorrows,91,88,13-04-2023 08:04,Apr-14,yes,0,
2528,but they abandon the option,92,88,13-04-2023 08:04,Apr-14,no,5,
2529,with all pains,96,88,13-04-2023 08:04,Apr-14,no,6,
2530,some or that,99,88,13-04-2023 08:04,Apr-14,yes,2,
2531,or both and,2,89,13-04-2023 08:04,Apr-14,yes,1,
2532,You must have the pleasure of refusing,3,89,13-04-2023 08:04,Apr-14,no,3,
2533,and whence the necessities,5,89,13-04-2023 08:04,Apr-14,yes,1,
2534,but they do not know that they were born,11,89,13-04-2023 08:04,Apr-14,no,2,
2535,because they are nothing,13,89,13-04-2023 08:04,Apr-14,no,4,
2536,the consequences are less,14,89,13-04-2023 08:04,Apr-14,yes,2,
2537,We accuse him of hindering his search,19,89,13-04-2023 08:04,Apr-14,yes,1,
2538,because when,21,89,13-04-2023 08:04,Apr-14,no,2,
2539,"therefore, no duties",24,89,13-04-2023 08:04,Apr-14,yes,0,
2540,called pain option,27,89,13-04-2023 08:04,Apr-14,no,5,
2541,responsibilities and that fault,28,89,13-04-2023 08:04,Apr-14,no,6,
2542,here and pain reason,36,89,13-04-2023 08:04,Apr-14,yes,2,
2543,and to be repulsed,37,89,13-04-2023 08:04,Apr-14,yes,1,
2544,and in the desert,41,89,13-04-2023 08:04,Apr-14,no,3,
2545,I will explain who runs away,43,89,13-04-2023 08:04,Apr-14,yes,1,
2546,who will succeed here,50,89,13-04-2023 08:04,Apr-14,no,2,
2547,but the pleasure of convenience,54,89,13-04-2023 08:04,Apr-14,no,4,
2548,we accuse it of pleasure,56,89,13-04-2023 08:04,Apr-14,yes,2,
2549,they are right to be,57,89,13-04-2023 08:04,Apr-14,yes,1,
2550,or not when,61,89,13-04-2023 08:04,Apr-14,no,2,
2551,the present pleasure of these,66,89,13-04-2023 08:04,Apr-14,yes,0,
2552,nor to all,71,89,13-04-2023 08:04,Apr-14,no,5,
2553,inventor to be,73,89,13-04-2023 08:04,Apr-14,no,6,
2554,and those sorrows of things,75,89,13-04-2023 08:04,Apr-14,yes,2,
2555,for they are wise,76,89,13-04-2023 08:04,Apr-14,yes,1,
2556,those who deserve to be followed,78,89,13-04-2023 08:04,Apr-14,no,3,
2557,as if the corrupt were expedient,79,89,13-04-2023 08:04,Apr-14,yes,1,
2558,most selected services,85,89,13-04-2023 08:04,Apr-14,no,2,
2559,that pain them,91,89,13-04-2023 08:04,Apr-14,no,4,
2560,or an architect of the mind,95,89,13-04-2023 08:04,Apr-14,yes,2,
2561,not some loose,99,89,13-04-2023 08:04,Apr-14,yes,1,
2562,and to his advantage,100,89,13-04-2023 08:04,Apr-14,no,2,
2563,those in pain,3,90,13-04-2023 08:04,Apr-14,yes,0,
2564,than what that,5,90,13-04-2023 08:04,Apr-14,no,5,
2565,some of its origin,12,90,13-04-2023 08:04,Apr-14,no,6,
2566,for we accuse something,14,90,13-04-2023 08:04,Apr-14,yes,2,
2567,the consequences are harsher,20,90,13-04-2023 08:04,Apr-14,yes,1,
2568,who less than that,21,90,13-04-2023 08:04,Apr-14,no,3,
2569,he is especially an architect,24,90,13-04-2023 08:04,Apr-14,yes,1,
2570,and is bound to some,33,90,13-04-2023 08:04,Apr-14,no,2,
2571,results in great times,36,90,13-04-2023 08:04,Apr-14,no,4,
2572,to make great criticisms,38,90,13-04-2023 08:04,Apr-14,yes,2,
2573,for us the reason of trouble,40,90,13-04-2023 08:04,Apr-14,yes,1,
2574,pleasure and but,41,90,13-04-2023 08:04,Apr-14,no,2,
2575,and pain is good,42,90,13-04-2023 08:04,Apr-14,yes,0,
2576,because that and that,43,90,13-04-2023 08:04,Apr-14,no,5,
2577,not some great one,48,90,13-04-2023 08:04,Apr-14,no,6,
2578,"Furthermore, the right to refuse",54,90,13-04-2023 08:04,Apr-14,yes,2,
2579,pleasure are not,55,90,13-04-2023 08:04,Apr-14,yes,1,
2580,as the present because,57,90,13-04-2023 08:04,Apr-14,no,3,
2581,for pain and,60,90,13-04-2023 08:04,Apr-14,yes,1,
2582,it is to reject the present,63,90,13-04-2023 08:04,Apr-14,no,2,
2583,troubles or incidents,66,90,13-04-2023 08:04,Apr-14,no,4,
2584,bearing and willing,71,90,13-04-2023 08:04,Apr-14,yes,2,
2585,I will not come easy,73,90,13-04-2023 08:04,Apr-14,yes,1,
2586,you deserve the most worthy pleasures,75,90,13-04-2023 08:04,Apr-14,no,2,
2587,and to be followed,76,90,13-04-2023 08:04,Apr-14,yes,0,
2588,it is time for exercise,78,90,13-04-2023 08:04,Apr-14,no,5,
2589,the pleasure of refusing pains,79,90,13-04-2023 08:04,Apr-14,no,6,
2590,I hate to endure the time,82,90,13-04-2023 08:04,Apr-14,yes,2,
2591,They don't know how to ask for help,87,90,13-04-2023 08:04,Apr-14,yes,1,
2592,it is the pleasures of the accusers,91,90,13-04-2023 08:04,Apr-14,no,3,
2593,troubles and those just,93,90,13-04-2023 08:04,Apr-14,yes,1,
2594,He was softened by life,96,90,13-04-2023 08:04,Apr-14,no,2,
2595,all present as,4,91,13-04-2023 08:04,Apr-14,no,4,
2596,who is easy,5,91,13-04-2023 08:04,Apr-14,yes,2,
2597,it is the result of pleasures,6,91,13-04-2023 08:04,Apr-14,yes,1,
2598,times and those pains,14,91,13-04-2023 08:04,Apr-14,no,2,
2599,who are in,19,91,13-04-2023 08:04,Apr-14,yes,0,
2600,be neither and,20,91,13-04-2023 08:04,Apr-14,no,5,
2601,the life of all present,21,91,13-04-2023 08:04,Apr-14,no,6,
2602,pain or less,24,91,13-04-2023 08:04,Apr-14,yes,2,
2603,to be driven into pleasures,27,91,13-04-2023 08:04,Apr-14,yes,1,
2604,for it is to be,36,91,13-04-2023 08:04,Apr-14,no,3,
2605,to be our elders,38,91,13-04-2023 08:04,Apr-14,yes,1,
2606,and who to follow,39,91,13-04-2023 08:04,Apr-14,no,2,
2607,some kind of pain,41,91,13-04-2023 08:04,Apr-14,no,4,
2608,option as it is,44,91,13-04-2023 08:04,Apr-14,yes,2,
2609,we are led to accept that,54,91,13-04-2023 08:04,Apr-14,yes,1,
2610,laborious to choose charms,57,91,13-04-2023 08:04,Apr-14,no,2,
2611,and carrying out the architect,61,91,13-04-2023 08:04,Apr-14,yes,0,
2612,but the pleasure which,66,91,13-04-2023 08:04,Apr-14,no,5,
2613,it is rejected unless pursued,67,91,13-04-2023 08:04,Apr-14,no,6,
2614,just nothing to them,71,91,13-04-2023 08:04,Apr-14,yes,2,
2615,"who, however, because",75,91,13-04-2023 08:04,Apr-14,yes,1,
2616,and needs to be rejected,76,91,13-04-2023 08:04,Apr-14,no,3,
2617,and that of every soul,91,91,13-04-2023 08:04,Apr-14,yes,1,
2618,as if rejecting them indeed,92,91,13-04-2023 08:04,Apr-14,no,2,
2619,the most worthy to be repelled,95,91,13-04-2023 08:04,Apr-14,no,4,
2620,and pain services,96,91,13-04-2023 08:04,Apr-14,yes,2,
2621,difficulties to be selected,97,91,13-04-2023 08:04,Apr-14,yes,1,
2622,are more or less,100,91,13-04-2023 08:04,Apr-14,no,2,
2623,I never had great pains,5,92,13-04-2023 08:04,Apr-14,yes,0,
2624,or pleasure who,9,92,13-04-2023 08:04,Apr-14,no,5,
2625,or being blinded by rejection,10,92,13-04-2023 08:04,Apr-14,no,6,
2626,it is a great exercise,14,92,13-04-2023 08:04,Apr-14,yes,2,
2627,the trouble of rejecting the truth,20,92,13-04-2023 08:04,Apr-14,yes,1,
2628,but this one of the present,21,92,13-04-2023 08:04,Apr-14,no,3,
2629,blessed is the resilience of the architect,24,92,13-04-2023 08:04,Apr-14,yes,1,
2630,we can ease our pains,32,92,13-04-2023 08:04,Apr-14,no,2,
2631,it is a flight from the truth,36,92,13-04-2023 08:04,Apr-14,no,4,
2632,provide for the birth of the accusers,38,92,13-04-2023 08:04,Apr-14,yes,2,
2633,and not his pain,39,92,13-04-2023 08:04,Apr-14,yes,1,
2634,anyone should be born,41,92,13-04-2023 08:04,Apr-14,no,2,
2635,"indeed, in which case there is none",44,92,13-04-2023 08:04,Apr-14,yes,0,
2636,and how,48,92,13-04-2023 08:04,Apr-14,no,5,
2637,He is also corrupt,54,92,13-04-2023 08:04,Apr-14,no,6,
2638,works,57,92,13-04-2023 08:04,Apr-14,yes,2,
2639,or escapes from repudiation,66,92,13-04-2023 08:04,Apr-14,yes,1,
2640,those who,71,92,13-04-2023 08:04,Apr-14,no,3,
2641,but the needs of trouble,72,92,13-04-2023 08:04,Apr-14,yes,1,
2642,ordinary pain,75,92,13-04-2023 08:04,Apr-14,no,2,
2643,all pleasure to them,76,92,13-04-2023 08:04,Apr-14,no,4,
2644,it is said that he hates it,78,92,13-04-2023 08:04,Apr-14,yes,2,
2645,and that at pleasure,82,92,13-04-2023 08:04,Apr-14,yes,1,
2646,He hates anything,87,92,13-04-2023 08:04,Apr-14,no,2,
